questionnaire_url,usajobs_control_number,position_title,announcement_number,hiring_agency,occupation_series,occupation_name,position_open_date,position_close_date,position_location,grade_code,position_schedule,service_type,extracted_from_file,extracted_date
https://apply.usastaffing.gov/ViewQuestionnaire/12801218,846415300,Physician (Family Practice),HSJG250648381218DHA,Department of Defense,0602,Medical Officer,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Hickam AFB, Hawaii",GP-14,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.261491
https://apply.usastaffing.gov/ViewQuestionnaire/12802369,846337300,Physician Assistant - Clinical Resource Hub,CBSS-12802369-25-DRB,Department of Veterans Affairs,0603,Physician Assistant,2025-09-18 12:17:10.800,2025-09-26T23:59:59.9970,"Anywhere in the U.S. (remote job), United States",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.263657
https://apply.usastaffing.gov/ViewQuestionnaire/12801475,846358200,Physician Assistant - Urology,CBTC-12801475-25-CIR,Department of Veterans Affairs,0603,Physician Assistant,2025-09-18 13:41:20.263,2025-09-26T23:59:59.9970,"Daytona Beach, Florida",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.264184
https://apply.usastaffing.gov/ViewQuestionnaire/12797934,846360400,Physician Assistant - Home Based Primary Care (HBPC),CBTD-12797934-25-CB,Department of Veterans Affairs,0603,Physician Assistant,2025-09-18 13:49:45.953,2025-09-25T23:59:59.9970,"Presque Isle, Maine",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.264624
https://apply.usastaffing.gov/ViewQuestionnaire/12804294,846367300,Physician Assistant,HSJT258656544294HW,Department of Defense,0603,Physician Assistant,2025-09-19 00:00:00.000,2025-09-25T23:59:59.9970,"Fort Eustis, Virginia",GS-12,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.264983
https://apply.usastaffing.gov/ViewQuestionnaire/12796124,846373800,Physician Assistant - Primary Care,CAZP-12796124-25-CB,Department of Veterans Affairs,0603,Physician Assistant,2025-09-18 14:38:19.500,2025-09-26T23:59:59.9970,"Peoria, Illinois",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.265426
https://apply.usastaffing.gov/ViewQuestionnaire/12802849,846173300,Registered Nurse - Community Living Center(CLC) Admissions Coordinator,CAZM-12802849-25-LML,Department of Veterans Affairs,0610,Nurse,2025-09-19 00:00:00.000,2025-09-25T23:59:59.9970,"Temple, Texas",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.265947
https://apply.usastaffing.gov/ViewQuestionnaire/12802816,846214600,Nurse (Mother Infant Care),HSJT250774782816DHA,Department of Defense,0610,Nurse,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Camp Lejeune, North Carolina",GS-11,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.266299
https://apply.usastaffing.gov/ViewQuestionnaire/12803405,846225400,Nurse (Clinical/Ambulatory),HSJW250798653405DHA,Department of Defense,0610,Nurse,2025-09-19 00:00:00.000,2025-09-22T23:59:59.9970,"Fort Sam Houston, Texas",GS-11,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.266646
https://apply.usastaffing.gov/ViewQuestionnaire/12803801,846285500,Nurse (Clinical/Obstetrics-Gynecology),HSJW250765503801DHA,Department of Defense,0610,Nurse,2025-09-19 00:00:00.000,2025-09-23T23:59:59.9970,"Fort Sam Houston, Texas",GS-11,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.267017
https://apply.usastaffing.gov/ViewQuestionnaire/12803302,846302100,Registered Nurse- Operating Room,CBSZ-12803302-25-SLA,Department of Veterans Affairs,0610,Nurse,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,"Pittsburgh, Pennsylvania",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.267479
https://apply.usastaffing.gov/ViewQuestionnaire/12798442,846303300,Registered Nurse- Hematology/Oncology,CBTF-12798442-25-LRG,Department of Veterans Affairs,0610,Nurse,2025-09-18 07:10:07.077,2025-09-26T23:59:59.9970,"Martinsburg, West Virginia",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.267953
https://apply.usastaffing.gov/ViewQuestionnaire/12802821,846303800,Registered Nurse - Commuinty Living Center (Float),CBTE-12802821-25-SJD,Department of Veterans Affairs,0610,Nurse,2025-09-18 07:25:23.410,2025-09-25T23:59:59.9970,"Batavia, New York",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.268426
https://apply.usastaffing.gov/ViewQuestionnaire/12801451,846311100,Nurse Practitioner - PACT,CBSU-12801451-25-ES,Department of Veterans Affairs,0610,Nurse,2025-09-18 08:58:36.840,2025-09-26T23:59:59.9970,"Cheyenne, Wyoming",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.271078
https://apply.usastaffing.gov/ViewQuestionnaire/12803793,846312100,Registered Nurse - Ambulatory Care -  Waco Patient Aligned Care Team(PACT),CAZM-12803793-25-LML,Department of Veterans Affairs,0610,Nurse,2025-09-19 00:00:00.000,2025-09-25T23:59:59.9970,"Waco, Texas",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.271593
https://apply.usastaffing.gov/ViewQuestionnaire/12803832,846321800,Registered Nurse (Ambulatory Care/Outpatient Staff),CBSU-12803832-25-DP,Department of Veterans Affairs,0610,Nurse,2025-09-18 11:16:21.010,2025-09-25T23:59:59.9970,"Norman, Oklahoma",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.272078
https://apply.usastaffing.gov/ViewQuestionnaire/12802388,846322100,Registered Nurse-Certified Registered First Assist,CBTG-12802388-25-SS,Department of Veterans Affairs,0610,Nurse,2025-09-18 11:17:22.700,2025-09-26T23:59:59.9970,"Louisville, Kentucky",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.272591
https://apply.usastaffing.gov/ViewQuestionnaire/12803777,846322400,Registered Nurse - infection Control,CBTE-12803777-25-VH,Department of Veterans Affairs,0610,Nurse,2025-09-11 00:00:00.000,2025-09-25T23:59:59.9970,"East Orange, New Jersey",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.273044
https://apply.usastaffing.gov/ViewQuestionnaire/12803604,846326500,Registered Nurse - Off-Tour Nursing Supervisor,CAZP-12803604-25-SH,Department of Veterans Affairs,0610,Nurse,2025-09-18 12:05:42.457,2025-09-25T23:59:59.9970,"North Chicago, Illinois",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.273532
https://apply.usastaffing.gov/ViewQuestionnaire/12802433,846327300,Registered Nurse - Spinal Cord Injury (SCI),CBTB-12802433-25-CC,Department of Veterans Affairs,0610,Nurse,2025-09-18 11:39:44.487,2025-09-26T23:59:59.9970,"Augusta, Georgia",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.274025
https://apply.usastaffing.gov/ViewQuestionnaire/12803822,846330200,Registered Nurse - Acute Care Chief Nurse,CBTF-12803822-25-AR-Foxtrot,Department of Veterans Affairs,0610,Nurse,2025-09-18 11:49:29.900,2025-09-24T23:59:59.9970,"Beckley, West Virginia",VN-4,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.274496
https://apply.usastaffing.gov/ViewQuestionnaire/12804089,846336200,Nurse (Clinical/Perioperative),HSJW250770554089DHA,Department of Defense,0610,Nurse,2025-09-19 00:00:00.000,2025-09-23T23:59:59.9970,"Fort Sam Houston, Texas",GS-11,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.274873
https://apply.usastaffing.gov/ViewQuestionnaire/12804218,846340300,RN - Charge Nurse (Pine Lodge),CBTE-12804218-25-KJ,Department of Veterans Affairs,0610,Nurse,2025-09-18 12:32:10.263,2025-09-29T23:59:59.9970,"Batavia, New York",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.275322
https://apply.usastaffing.gov/ViewQuestionnaire/12804016,846343600,Registered Nurse (RN) - Inpatient Mental Health,CBSR-12804016-25-JR,Department of Veterans Affairs,0610,Nurse,2025-09-18 13:40:00.583,2025-09-25T23:59:59.9970,"Indianapolis, Indiana",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.275820
https://apply.usastaffing.gov/ViewQuestionnaire/12796872,846348200,Registered Nurse - Step Down Unit,CBST-12796872-25-AF,Department of Veterans Affairs,0610,Nurse,2025-09-19 00:00:00.000,2025-10-03T23:59:59.9970,"Shreveport, Louisiana",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.276311
https://apply.usastaffing.gov/ViewQuestionnaire/12798090,846349500,Registered Nurse -  Womens Health Clinical Navigator,CBSY-12798090-25-SO,Department of Veterans Affairs,0610,Nurse,2025-09-18 13:03:48.933,2025-09-25T23:59:59.9970,"Fort Meade, South Dakota",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.276812
https://apply.usastaffing.gov/ViewQuestionnaire/12803794,846351000,Registered Nurse - Patient Safety Manager,CBTE-12803794-25-VM,Department of Veterans Affairs,0610,Nurse,2025-09-18 13:11:42.607,2025-09-26T23:59:59.9970,"Northport, New York",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.277265
https://apply.usastaffing.gov/ViewQuestionnaire/12802798,846352600,Nurse (Utilization Management),HSJA250577112798HW,Department of Defense,0610,Nurse,2025-09-18 13:17:30.273,2025-09-26T23:59:59.9970,"Fort Bragg, North Carolina",GS-11,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.277625
https://apply.usastaffing.gov/ViewQuestionnaire/12801476,846357400,Nurse Practitioner - Urology,CBTC-12801476-25-CIR,Department of Veterans Affairs,0610,Nurse,2025-09-18 13:35:17.147,2025-09-26T23:59:59.9970,"Daytona Beach, Florida",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.278132
https://apply.usastaffing.gov/ViewQuestionnaire/12801097,846359900,Nurse (NP) Gastroenterology,CBTE-12801097-25-TT,Department of Veterans Affairs,0610,Nurse,2025-09-18 13:48:58.373,2025-10-02T23:59:59.9970,"Northport, New York",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.278586
https://apply.usastaffing.gov/ViewQuestionnaire/12802235,846360500,Nurse Practitioner (Plastic and Hand Surgery),CBSW-12802235-25-KVK,Department of Veterans Affairs,0610,Nurse,2025-09-18 13:50:14.393,2025-09-26T23:59:59.9970,"Palo Alto, California",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.279067
https://apply.usastaffing.gov/ViewQuestionnaire/12804054,846360800,Advanced Practice Nurse (Nurse Practitioner) - Psychiatry,CBSR-12804054-25-NN,Department of Veterans Affairs,0610,Nurse,2025-09-18 13:50:32.180,2025-09-26T23:59:59.9970,"East Liverpool, Ohio",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.279548
https://apply.usastaffing.gov/ViewQuestionnaire/12797932,846361400,Nurse Practitioner - Home Based Primary Care (HBPC),CBTD-12797932-25-CC,Department of Veterans Affairs,0610,Nurse,2025-09-18 14:02:07.917,2025-09-25T23:59:59.9970,"Presque Isle, Maine",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.280096
https://apply.usastaffing.gov/ViewQuestionnaire/12803943,846364600,Registered Nurse (Clinical Nurse),CBTA-12803943-25-AMS,Department of Veterans Affairs,0610,Nurse,2025-09-18 14:06:03.173,2025-09-27T23:59:59.9970,"Kernersville, North Carolina",VN-2/3,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.280531
https://apply.usastaffing.gov/ViewQuestionnaire/12802324,846368100,Registered Nurse (Nurse Manager)-Patient Care Services,CBSR-12802324-25-MC,Department of Veterans Affairs,0610,Nurse,2025-09-18 14:18:45.747,2025-09-26T23:59:59.9970,"Cleveland, Ohio",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.281004
https://apply.usastaffing.gov/ViewQuestionnaire/12802417,846369700,Registered Nurse - Critical Care,CBSU-12802417-25-AMN,Department of Veterans Affairs,0610,Nurse,2025-09-16 00:00:00.000,2025-09-26T23:59:59.9970,"Tulsa, Oklahoma",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.281498
https://apply.usastaffing.gov/ViewQuestionnaire/12804199,846370200,Registered Nurse - Close To Me (CTM) Oncology/Hematology,CBSS-12804199-25-NTV,Department of Veterans Affairs,0610,Nurse,2025-09-18 14:24:39.413,2025-09-25T23:59:59.9970,"Columbia, Missouri",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.282016
https://apply.usastaffing.gov/ViewQuestionnaire/12802570,846370400,Registered Nurse - Ambulatory Surgery,CBSU-12802570-25-AMN,Department of Veterans Affairs,0610,Nurse,2025-09-16 00:00:00.000,2025-09-26T23:59:59.9970,"Tulsa, Oklahoma",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.282500
